#Organism Name,Strain,GenBank FTP,RefSeq FTP
"Planctopirus limnophila DSM 3776","DSM 3776","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/105/GCA_000092105.1_ASM9210v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/105/GCF_000092105.1_ASM9210v1"
"Brachyspira murdochii DSM 12563","DSM 12563","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/845/GCA_000092845.1_ASM9284v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/845/GCF_000092845.1_ASM9284v1"
"Cellulomonas flavigena DSM 20109","DSM 20109","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/865/GCA_000092865.1_ASM9286v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/865/GCF_000092865.1_ASM9286v1"
"Tsukamurella paurometabola DSM 20162","DSM 20162","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/225/GCA_000092225.1_ASM9222v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/225/GCF_000092225.1_ASM9222v1"
"Thermobispora bispora DSM 43833","DSM 43833","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/645/GCA_000092645.1_ASM9264v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/645/GCF_000092645.1_ASM9264v1"
"Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111","DSM 43111","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/985/GCA_000092985.1_ASM9298v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/985/GCF_000092985.1_ASM9298v1"
"Meiothermus silvanus DSM 9946","DSM 9946","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/125/GCA_000092125.1_ASM9212v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/092/125/GCF_000092125.1_ASM9212v1"
"Halogeometricum borinquense DSM 11551","PR 3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/995/GCA_000172995.2_ASM17299v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/172/995/GCF_000172995.2_ASM17299v2"
"Actinosynnema mirum DSM 43827","DSM 43827","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/245/GCA_000023245.1_ASM2324v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/245/GCF_000023245.1_ASM2324v1"
"Cryptobacterium curtum DSM 15641","DSM 15641","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/845/GCA_000023845.1_ASM2384v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1"
"Beutenbergia cavernae DSM 12333","DSM 12333","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/105/GCA_000023105.1_ASM2310v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/105/GCF_000023105.1_ASM2310v1"
"Dyadobacter fermentans DSM 18053","DSM 18053","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/125/GCA_000023125.1_ASM2312v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/125/GCF_000023125.1_ASM2312v1"
"Slackia heliotrinireducens DSM 20476","DSM 20476","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/885/GCA_000023885.1_ASM2388v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/885/GCF_000023885.1_ASM2388v1"
"Brachybacterium faecium DSM 4810","DSM 4810","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/405/GCA_000023405.1_ASM2340v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/405/GCF_000023405.1_ASM2340v1"
"Jonesia denitrificans DSM 20603","DSM 20603","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/065/GCA_000024065.1_ASM2406v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/065/GCF_000024065.1_ASM2406v1"
"Saccharomonospora viridis DSM 43017","DSM 43017","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/865/GCA_000023865.1_ASM2386v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/865/GCF_000023865.1_ASM2386v1"
"Kytococcus sedentarius DSM 20547","DSM 20547","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/925/GCA_000023925.1_ASM2392v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/925/GCF_000023925.1_ASM2392v1"
"Catenulispora acidiphila DSM 44928","DSM 44928","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/025/GCA_000024025.1_ASM2402v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/025/GCF_000024025.1_ASM2402v1"
"Halomicrobium mukohataei DSM 12286","DSM 12286","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/965/GCA_000023965.1_ASM2396v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/965/GCF_000023965.1_ASM2396v1"
"Pedobacter heparinus DSM 2366","DSM 2366","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/825/GCA_000023825.1_ASM2382v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/825/GCF_000023825.1_ASM2382v1"
"Chitinophaga pinensis DSM 2588","DSM 2588","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/005/GCA_000024005.1_ASM2400v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/005/GCF_000024005.1_ASM2400v1"
"Desulfohalobium retbaense DSM 5692","DSM 5692","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/325/GCA_000024325.1_ASM2432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/325/GCF_000024325.1_ASM2432v1"
"Halorhabdus utahensis DSM 12940","DSM 12940","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/945/GCF_000023945.1_ASM2394v1"
"Kangiella koreensis DSM 16069","DSM 16069","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/085/GCA_000024085.1_ASM2408v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1"
"Leptotrichia buccalis C-1013-b","DSM 1135","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/905/GCA_000023905.1_ASM2390v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/905/GCF_000023905.1_ASM2390v1"
"Acidimicrobium ferrooxidans DSM 10331","DSM 10331","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/265/GCA_000023265.1_ASM2326v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/265/GCF_000023265.1_ASM2326v1"
"Desulfomicrobium baculatum DSM 4028","DSM 4028","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/225/GCA_000023225.1_ASM2322v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/225/GCF_000023225.1_ASM2322v1"
"Nakamurella multipartita DSM 44233","DSM 44233","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/365/GCA_000024365.1_ASM2436v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/365/GCF_000024365.1_ASM2436v1"
"Acidianus hospitalis W1","W1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/213/215/GCA_000213215.1_ASM21321v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/215/GCF_000213215.1_ASM21321v1"
"Klebsiella aerogenes KCTC 2190","KCTC 2190","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/745/GCA_000215745.1_ASM21574v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/745/GCF_000215745.1_ASM21574v1"
"Desulfofarcimen acetoxidans DSM 771","DSM 771","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/205/GCA_000024205.1_ASM2420v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/205/GCF_000024205.1_ASM2420v1"
"Desulfitobacterium dehalogenans ATCC 51507","ATCC 51507","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/155/GCA_000243155.3_ASM24315v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/155/GCF_000243155.2_ASM24315v3"
"Helicobacter felis ATCC 49179","ATCC 49179","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/200/595/GCA_000200595.1_ASM20059v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/200/595/GCF_000200595.1_ASM20059v1"
"Staphylococcus pseudintermedius HKU10-03","HKU10-03","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/885/GCA_000185885.1_ASM18588v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/885/GCF_000185885.1_ASM18588v1"
"Desulfitobacterium metallireducens DSM 15288","853-15A","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/405/GCA_000231405.3_ASM23140v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/405/GCF_000231405.2_ASM23140v3"
"Acetobacter pomorum","BDGP5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/456/135/GCA_002456135.1_ASM245613v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/456/135/GCF_002456135.1_ASM245613v1"
"Planococcus donghaensis","DSM 22276","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/665/GCA_001687665.2_ASM168766v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/665/GCF_001687665.2_ASM168766v2"
"Acidithiobacillus ferrivorans SS3","SS3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/095/GCA_000214095.3_ASM21409v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/095/GCF_000214095.2_ASM21409v3"
"Desulfitobacterium dichloroeliminans LMG P-21439","LMG P-21439","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/243/135/GCA_000243135.3_ASM24313v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/243/135/GCF_000243135.2_ASM24313v3"
"Desulfosporosinus acidiphilus SJ4","SJ4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/115/GCA_000255115.3_ASM25511v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/115/GCF_000255115.2_ASM25511v3"
"Xanthomonas gardneri","ICMP7383","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/775/GCA_001908775.1_ASM190877v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/775/GCF_001908775.1_ASM190877v1"
"Corynebacterium ulcerans 809","809","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/645/GCA_000215645.1_ASM21564v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/645/GCF_000215645.1_ASM21564v1"
"Marichromatium purpuratum 984","984","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/005/GCA_000224005.3_ASM22400v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/005/GCF_000224005.2_ASM22400v3"
"Bartonella clarridgeiae 73","73","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/015/GCA_000253015.1_ASM25301v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/015/GCF_000253015.1_ASM25301v1"
"Microbacterium testaceum StLB037","StLB037","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/202/635/GCA_000202635.1_ASM20263v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/635/GCF_000202635.1_ASM20263v1"
"Verrucosispora maris AB-18-032","AB-18-032","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/155/GCA_000204155.1_ASM20415v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/155/GCF_000204155.1_ASM20415v1"
"Chlamydia pecorum E58","E58","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/135/GCA_000204135.1_ASM20413v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/135/GCF_000204135.1_ASM20413v1"
"Vulcanisaeta moutnovskia 768-28","768-28","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/190/315/GCA_000190315.1_ASM19031v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/315/GCF_000190315.1_ASM19031v1"
"Vibrio rotiferianus","B64D1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/395/GCA_002214395.1_ASM221439v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/395/GCF_002214395.1_ASM221439v1"
"Methanothrix soehngenii GP6","GP6","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/415/GCF_000204415.1_ASM20441v1"
"Hoyosella subflava DQS3-9A1","DQS3-9A1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/175/GCA_000214175.1_ASM21417v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/175/GCF_000214175.1_ASM21417v1"
"Terriglobus roseus DSM 18391","DSM 18391","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/425/GCA_000265425.1_ASM26542v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/425/GCF_000265425.1_ASM26542v1"
"Aeromonas veronii B565","B565","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/115/GCF_000204115.1_ASM20411v1"
"Polymorphum gilvum SL003B-26A1","SL003B-26A1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/745/GCA_000192745.1_ASM19274v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/745/GCF_000192745.1_ASM19274v1"
"Acidiphilium multivorum AIU301","AIU301","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/202/835/GCA_000202835.1_ASM20283v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/202/835/GCF_000202835.1_ASM20283v1"
"Paenibacillus mucilaginosus 3016","3016","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/250/655/GCA_000250655.1_ASM25065v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/250/655/GCF_000250655.1_ASM25065v1"
"Thermoproteus uzoniensis 768-20","768-20","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/375/GCA_000193375.1_ASM19337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/193/375/GCF_000193375.1_ASM19337v1"
"Burkholderia gladioli","ATCC 10248","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/725/GCA_000959725.1_ASM95972v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/725/GCF_000959725.1_ASM95972v1"
"Echinicola vietnamensis DSM 17526","DSM 17526","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/325/705/GCA_000325705.1_ASM32570v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/705/GCF_000325705.1_ASM32570v1"
"Pseudomonas brassicacearum subsp. brassicacearum NFM421","NFM421","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/805/GCA_000194805.1_ASM19480v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/194/805/GCF_000194805.1_ASM19480v1"
"Gallibacterium anatis UMN179","UMN179","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/675/GCA_000209675.1_ASM20967v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/675/GCF_000209675.1_ASM20967v1"
"Metallosphaera cuprina Ar-4","Ar-4","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/925/GCA_000204925.1_ASM20492v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/204/925/GCF_000204925.1_ASM20492v1"
"alpha proteobacterium HIMB5","HIMB5","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/095/GCA_000299095.1_ASM29909v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/095/GCF_000299095.1_ASM29909v1"
"Owenweeksia hongkongensis DSM 17368","DSM 17368","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/705/GCA_000236705.1_ASM23670v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/705/GCF_000236705.1_ASM23670v1"
"Pyrococcus yayanosii CH1","CH1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/995/GCA_000215995.1_ASM21599v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/995/GCF_000215995.1_ASM21599v1"
"Rickettsia amblyommatis","Ac37","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/273/795/GCA_001273795.1_ASM127379v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/273/795/GCF_001273795.1_ASM127379v1"
"Haemophilus haemolyticus","M19345","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/405/GCA_003351405.1_ASM335140v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/351/405/GCF_003351405.1_ASM335140v1"
"Melissococcus plutonius S1","S1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/585/GCA_000747585.1_ASM74758v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/747/585/GCF_000747585.1_ASM74758v1"
"Microlunatus phosphovorus NM-1","NM-1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/245/GCA_000270245.1_ASM27024v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/245/GCF_000270245.1_ASM27024v1"
"Halorhabdus tiamatea SARL4B","type strain: SARL4B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/470/655/GCF_000470655.1_HATI1"
"Rickettsia heilongjiangensis 054","054","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/205/GCA_000221205.1_ASM22120v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/205/GCF_000221205.1_ASM22120v1"
"Lactobacillus kefiranofaciens ZW3","ZW3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/785/GCA_000214785.1_ASM21478v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/785/GCF_000214785.1_ASM21478v1"
"Haemophilus pittmaniae","NCTC13334","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/995/GCA_900186995.1_50465_A02","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/995/GCF_900186995.1_50465_A02"
"Advenella mimigardefordensis DPN7","DPN7","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/521/505/GCA_000521505.1_ASM52150v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/505/GCF_000521505.1_ASM52150v1"
"Streptococcus pasteurianus ATCC 43144","ATCC 43144","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/165/GCA_000270165.1_ASM27016v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/165/GCF_000270165.1_ASM27016v1"
"Streptomyces xinghaiensis S187","S187","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/705/GCA_000220705.2_ASM22070v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/705/GCF_000220705.2_ASM22070v2"
"Mycobacterium colombiense CECT 3035","CECT 3035","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/105/755/GCA_002105755.1_ASM210575v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/755/GCF_002105755.1_ASM210575v1"
"Brevibacillus laterosporus LMG 15441","LMG 15441","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/535/GCA_000219535.3_ASM21953v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/535/GCF_000219535.2_ASM21953v3"
"Brachyspira intermedia PWS/A","PWS/A","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/215/GCA_000223215.1_ASM22321v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/215/GCF_000223215.1_ASM22321v1"
"Weissella koreensis KACC 15510","KACC 15510","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/805/GCA_000219805.1_ASM21980v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/219/805/GCF_000219805.1_ASM21980v1"
"Neisseria weaveri","NCTC13585","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/086/555/GCA_900086555.1_34903_D01","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/555/GCF_900086555.1_34903_D01"
"Pantoea agglomerans","C410P1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/709/315/GCA_001709315.1_ASM170931v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/709/315/GCF_001709315.1_ASM170931v1"
"Cyclobacterium marinum DSM 745","DSM 745","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/485/GCA_000222485.1_ASM22248v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/485/GCF_000222485.1_ASM22248v1"
"Nitrososphaera viennensis EN76","EN76","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/785/GCA_000698785.1_ASM69878v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/698/785/GCF_000698785.1_ASM69878v1"
"Mycobacterium canettii CIPT 140010059","CIPT 140010059","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/375/GCA_000253375.1_ASM25337v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/375/GCF_000253375.1_ASM25337v1"
"Paenibacillus riograndensis SBR5","SBR5(T)","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/981/585/GCA_000981585.1_SBR5_T_","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/585/GCF_000981585.1_SBR5_T_"
"Borreliella bissettii DN127","DN127","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/305/GCA_000222305.1_ASM22230v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/305/GCF_000222305.1_ASM22230v1"
"Vibrio nigripulchritudo","SFn1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/275/GCA_000801275.1_ASM80127v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/275/GCF_000801275.2_ASM80127v1"
"Acetobacter tropicalis","BDGP1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/549/835/GCA_002549835.1_ASM254983v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/549/835/GCF_002549835.1_ASM254983v1"
"Gordonia alkanivorans","YC-RL2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/905/GCA_004011905.1_ASM401190v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/011/905/GCF_004011905.1_ASM401190v1"
"Desulfosporosinus meridiei DSM 13257","DSM 13257","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/385/GCA_000231385.3_ASM23138v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/385/GCF_000231385.2_ASM23138v3"
"Fervidobacterium pennivorans DSM 9078","DSM 9078","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/405/GCA_000235405.3_ASM23540v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/405/GCF_000235405.2_ASM23540v3"
"Nitrospirillum amazonense CBAmc","CBAmC","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/165/GCA_000730165.2_ASM73016v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/165/GCF_000730165.1_ASM73016v2"
"Xanthomonas sacchari","R1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/815/185/GCA_000815185.1_ASM81518v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/185/GCF_000815185.1_ASM81518v1"
"Burkholderia cepacia ATCC 25416","UCB 717","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/495/GCA_001411495.1_ASM141149v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/495/GCF_001411495.1_ASM141149v1"
"Tetragenococcus halophilus NBRC 12172","NBRC 12172","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/615/GCA_000283615.1_ASM28361v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/615/GCF_000283615.1_ASM28361v1"
"Mycoplasma yeatsii GM274B","GM274B","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/755/GCA_000875755.1_ASM87575v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/875/755/GCF_000875755.1_ASM87575v1"
"Enterococcus hirae ATCC 9790","ATCC 9790","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/405/GCA_000271405.2_ASM27140v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/405/GCF_000271405.2_ASM27140v2"
"Bacillus methanolicus MGA3","MGA3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/724/485/GCA_000724485.1_ASM72448v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/485/GCF_000724485.1_ASM72448v1"
"Ornithobacterium rhinotracheale DSM 15997","DSM 15997","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/465/GCA_000265465.1_ASM26546v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/465/GCF_000265465.1_ASM26546v1"
